"id","first_name","last_name","email","gender","ip_address","country","city","credit_card","purchases","department","was_offered_discount"
604,"Danya","Moulton","dmoultongr@sciencedirect.com","Female","135.255.135.243","Indonesia","Cikendi","jcb",8961.05,"Music",FALSE
605,"Gustavo","Claybourne","gclaybournegs@google.pl","Male","222.227.111.233","South Africa","Volksrust","jcb",16307.72,"Kids",FALSE
606,"Adore","Rickasse","arickassegt@umich.edu","Female","183.158.106.57","Myanmar","Minbu","jcb",7225.63,"Clothing",FALSE
607,"Darcey","Dawtrey","ddawtreygu@abc.net.au","Female","243.97.49.134","China","Hongshi","maestro",13494.7,"Jewelery",TRUE
608,"Ida","Corser","icorsergv@vinaora.com","Female","107.7.250.247","Indonesia","Megati Kelod","diners-club-enroute",4985.77,"Outdoors",TRUE
609,"Padraig","Llorens","pllorensgw@t.co","Male","29.167.132.43","Indonesia","Sukorejo","diners-club-enroute",7793.74,"Music",TRUE
610,"Carlye","Velte","cveltegx@earthlink.net","Female","187.216.95.224","East Timor","Maubara","visa",9408.96,"Beauty",TRUE
611,"Adriaens","Sorrie","asorriegy@chicagotribune.com","Female","122.43.120.247","Czech Republic","Chrást","jcb",22038.53,"Books",FALSE
612,"Packston","Claybourn","pclaybourngz@phpbb.com","Male","253.37.95.128","Poland","Lidzbark","jcb",2319.94,"Home",TRUE
613,"Horatio","Meineck","hmeineckh0@elpais.com","Male","131.180.83.213","Philippines","San Jose","jcb",19178.5,"Clothing",FALSE
614,"Pooh","Scotchford","pscotchfordh1@fema.gov","Male","45.49.192.7","China","Anwen","diners-club-carte-blanche",18840.94,"Baby",FALSE
615,"Hobey","Kleeborn","hkleebornh2@bandcamp.com","Male","137.15.25.107","Brazil","Ouro Branco","mastercard",8865.44,"Jewelery",TRUE
616,"Edin","Drowsfield","edrowsfieldh3@shareasale.com","Female","55.100.172.194","Brazil","Piripiri","maestro",12251.68,"Sports",TRUE
617,"Kipp","Edbrooke","kedbrookeh4@cdbaby.com","Female","129.49.255.48","United States","Racine","diners-club-enroute",8839.2,"Music",FALSE
618,"Barbey","Bound","bboundh5@facebook.com","Female","85.47.41.234","France","Labège","jcb",16360.75,"Outdoors",TRUE
619,"Marcelline","Fowlston","mfowlstonh6@constantcontact.com","Female","121.96.61.212","Ukraine","Verkhniy Rohachyk","jcb",18288.98,"Music",TRUE
620,"Cayla","Matthewman","cmatthewmanh7@marketwatch.com","Female","39.234.90.178","China","Jianchang","jcb",6375.86,"Movies",TRUE
621,"Washington","Minchenton","wminchentonh8@virginia.edu","Male","139.209.108.89","Indonesia","Ajung","jcb",19101.13,"Kids",FALSE
622,"Tome","Tarquini","ttarquinih9@dot.gov","Male","9.52.152.51","Russia","Kazanskoye","visa",17846.8,"Sports",FALSE
623,"Porter","Benzi","pbenziha@indiatimes.com","Male","208.180.83.26","Brazil","Estância Velha","jcb",7074,NA,FALSE
624,"Perice","Joskovitch","pjoskovitchhb@eepurl.com","Male","224.13.126.159","Sweden","Norrköping","china-unionpay",5471.21,NA,TRUE
625,"Nichole","Bowbrick","nbowbrickhc@youtu.be","Male","173.224.71.131","Indonesia","Karangbenda","china-unionpay",2920.84,"Tools",FALSE
626,"Enrique","Longmead","elongmeadhd@pagesperso-orange.fr","Male","93.21.130.192","Indonesia","Muting","mastercard",3161.62,"Books",FALSE
627,"Guthrie","Hrishchenko","ghrishchenkohe@harvard.edu","Male","57.37.127.146","Russia","Krasnyy Kholm","china-unionpay",11355.02,"Kids",TRUE
628,"Sanders","Altofts","saltoftshf@imgur.com","Male","46.237.251.48","Czech Republic","Nový Knín","jcb",14094.92,"Automotive",TRUE
629,"Maurine","Ferrari","mferrarihg@drupal.org","Female","156.42.231.52","China","Suhe","jcb",12251.78,"Grocery",TRUE
630,"Derril","von Hagt","dvonhagthh@alexa.com","Male","215.41.199.28","Canada","Chase","jcb",5813.18,"Baby",FALSE
631,"Tessie","Bullimore","tbullimorehi@zimbio.com","Female","159.45.15.142","Poland","Skomielna Czarna","switch",4363.68,"Clothing",TRUE
632,"Paddie","Dodds","pdoddshj@loc.gov","Male","231.48.22.238","Philippines","Veruela","jcb",1830.03,"Toys",FALSE
633,"Cecil","Zywicki","czywickihk@bloglovin.com","Female","119.98.115.122","Greece","Kanáli","maestro",11377.06,"Grocery",TRUE
634,"Timothea","Blakeley","tblakeleyhl@discuz.net","Female","59.127.132.64","Peru","Rosaspata","china-unionpay",4606.02,"Shoes",TRUE
635,"Rubia","Bucknall","rbucknallhm@weebly.com","Female","29.224.149.153","Serbia","Neuzina","laser",18655.5,"Automotive",TRUE
636,"Sonny","Barnardo","sbarnardohn@indiegogo.com","Male","107.30.198.25","Iran","Malāyer","visa-electron",10508.33,"Baby",FALSE
637,"Modestia","Frichley","mfrichleyho@guardian.co.uk","Female","189.200.19.74","Poland","Ujsoły","diners-club-international",3760.51,"Beauty",FALSE
638,"Agretha","Fearnley","afearnleyhp@examiner.com","Female","152.148.242.6","Brazil","Osasco","laser",11460.65,NA,FALSE
639,"Davine","Dunford","ddunfordhq@dell.com","Female","117.11.124.89","Philippines","Manoc-Manoc","americanexpress",6114.43,"Computers",FALSE
640,"Nico","Beaves","nbeaveshr@alibaba.com","Male","146.65.74.242","Uruguay","Vichadero","maestro",1391.62,"Clothing",TRUE
641,"Garry","Nobles","gnobleshs@tripod.com","Male","139.57.218.254","China","Qinjiang","diners-club-carte-blanche",12197.98,"Tools",FALSE
642,"Silvester","Denisyev","sdenisyevht@ucoz.com","Male","255.230.115.64","Palestinian Territory","Immātīn","jcb",15881.31,"Sports",FALSE
643,"Wilbur","Betham","wbethamhu@cornell.edu","Male","160.239.251.221","China","Xilong","americanexpress",11911.82,"Grocery",FALSE
644,"Thorn","Wayland","twaylandhv@youku.com","Male","72.62.111.65","China","Xibu","jcb",19264.28,"Tools",FALSE
645,"Sally","Chaldecott","schaldecotthw@mapy.cz","Female","84.97.19.140","China","Qiakeri","maestro",19703.85,"Industrial",TRUE
646,"Jaimie","Grellier","jgrellierhx@tripadvisor.com","Female","103.65.138.242","Sweden","Sundsvall","jcb",16354.65,"Kids",FALSE
647,"Clarisse","Deakins","cdeakinshy@histats.com","Female","89.93.162.140","Costa Rica","San Isidro","mastercard",12575.32,"Health",FALSE
648,"Ludvig","MacGiffin","lmacgiffinhz@posterous.com","Male","59.239.2.35","China","Yanhe","switch",19834.83,"Electronics",TRUE
649,"Abagael","Thouless","athoulessi0@netlog.com","Female","131.171.48.137","China","Xuanhua","jcb",16891.42,"Baby",FALSE
650,"Kendell","Diem","kdiemi1@google.pl","Male","192.83.46.116","Somalia","Jawhar","jcb",9543.24,"Health",FALSE
651,"Andee","Biesinger","abiesingeri2@sfgate.com","Female","153.111.67.245","Finland","Valtimo","jcb",11031.01,"Shoes",TRUE
652,"Benoite","Phinn","bphinni3@netscape.com","Female","202.76.163.32","Poland","Bejsce","jcb",14185.02,"Music",FALSE
653,"Rubie","Hause","rhausei4@china.com.cn","Female","180.106.161.16","Lebanon","Sîr ed Danniyé","jcb",4489.15,"Garden",TRUE
654,"Claudio","Enderle","cenderlei5@yellowbook.com","Male","142.88.136.11","Mexico","Altavista","mastercard",4669.73,"Games",TRUE
655,"Florencia","Lamont","flamonti6@msu.edu","Female","123.32.3.66","Zambia","Nakambala","laser",10306.53,"Electronics",FALSE
656,"Adda","Sandifer","asandiferi7@so-net.ne.jp","Female","85.116.202.212","South Africa","Heidelberg","jcb",15526.66,"Jewelery",TRUE
657,"Hurlee","Stanex","hstanexi8@nasa.gov","Male","179.105.241.30","China","Xinghuo","bankcard",17405.36,"Outdoors",FALSE
658,"Odetta","Bonellie","obonelliei9@nyu.edu","Female","106.59.180.96","China","Jialai","switch",3758.15,"Games",TRUE
659,"Paule","Mickan","pmickania@house.gov","Female","48.142.127.215","Brazil","Igarapava","americanexpress",15171.35,"Computers",TRUE
660,"Alena","Blagbrough","ablagbroughib@businesswire.com","Female","35.207.128.98","Italy","Roma","jcb",18598.75,"Toys",FALSE
661,"Garold","Castro","gcastroic@utexas.edu","Male","90.190.139.44","Mongolia","Bürenhayrhan","jcb",12056.82,"Games",FALSE
662,"Kathlin","Edwardson","kedwardsonid@nationalgeographic.com","Female","226.93.195.157","Turkmenistan","Türkmenbaşy","maestro",6107.62,"Toys",TRUE
663,"Jeanine","Keher","jkeherie@theatlantic.com","Female","188.172.165.191","France","Valence","diners-club-enroute",8919.84,"Sports",FALSE
664,"Shepperd","Elener","selenerif@free.fr","Male","47.104.49.60","Philippines","Santo Domingo","visa-electron",16003.75,"Home",FALSE
665,"Dusty","Schonfeld","dschonfeldig@blogtalkradio.com","Female","3.221.189.203","China","Linzi","maestro",2979.78,"Toys",FALSE
666,"Tarra","Wilsey","twilseyih@nationalgeographic.com","Female","208.52.157.174","Poland","Cekcyn","solo",1550.68,"Shoes",FALSE
667,"Cameron","Stigger","cstiggerii@elegantthemes.com","Male","1.76.105.93","Netherlands","Dordrecht","diners-club-enroute",4100.56,"Home",TRUE
668,"Savina","Huson","shusonij@time.com","Female","215.0.4.39","Russia","Syktyvkar","laser",12025.23,"Books",FALSE
669,"Leela","Mathewes","lmathewesik@theglobeandmail.com","Female","194.134.124.96","China","Tonglin","jcb",5544.76,NA,FALSE
670,"Tirrell","Dennis","tdennisil@themeforest.net","Male","161.141.36.131","Poland","Cielądz","diners-club-carte-blanche",3819.04,"Outdoors",FALSE
671,"Shaw","Stevens","sstevensim@1688.com","Male","106.17.171.170","Poland","Olesno","solo",19920.91,"Games",FALSE
672,"Stafford","Jeffcoat","sjeffcoatin@oracle.com","Male","90.176.63.5","Russia","Kamenka","jcb",15172.79,NA,FALSE
673,"Brandy","Spain","bspainio@cornell.edu","Female","185.118.187.37","Nigeria","Funtua","switch",12130.09,"Automotive",TRUE
674,"Hillard","Happs","hhappsip@mysql.com","Male","67.61.36.113","Peru","Achoma","visa-electron",4519.95,"Music",FALSE
675,"Ingeberg","de Quincey","idequinceyiq@fotki.com","Female","100.229.104.88","Russia","Mayskiy","jcb",21289.21,"Clothing",TRUE
676,"Tanney","Klimecki","tklimeckiir@ft.com","Male","62.11.106.149","Nicaragua","Nuevo Amanecer","diners-club-us-ca",5732.75,NA,FALSE
677,"Harry","Sikorski","hsikorskiis@uol.com.br","Male","149.189.34.123","Canada","Edson","mastercard",19877.17,"Grocery",TRUE
678,"Cherie","Skipping","cskippingit@purevolume.com","Female","52.10.26.73","Indonesia","Tugu","jcb",2618.98,"Jewelery",TRUE
679,"Stephi","Asquez","sasqueziu@naver.com","Female","239.0.172.225","Mongolia","Nuga","jcb",12223.48,"Beauty",FALSE
680,"Therese","Ragsdale","tragsdaleiv@sphinn.com","Female","116.85.241.228","China","Nankeng","jcb",7880.37,"Automotive",FALSE
681,"Pamelina","Knoles","pknolesiw@webmd.com","Female","51.168.172.189","China","Siheyuan","maestro",8946.23,"Sports",FALSE
682,"Lucias","Oakland","loaklandix@whitehouse.gov","Male","156.208.95.30","China","Xingfeng","jcb",20402.92,"Books",TRUE
683,"Juana","Hurry","jhurryiy@google.com","Female","164.1.103.254","Argentina","Castro Barros","americanexpress",3788.2,NA,FALSE
684,"Giacobo","Screwton","gscrewtoniz@qq.com","Male","156.191.8.38","Russia","Bastan","jcb",16160.36,"Grocery",TRUE
685,"Renell","Drinan","rdrinanj0@sina.com.cn","Female","54.91.118.210","China","Baiyanghe","mastercard",4092.15,"Clothing",TRUE
686,"Conway","Beames","cbeamesj1@ocn.ne.jp","Male","221.9.135.113","Poland","Włocławek","switch",8154.09,"Toys",TRUE
687,"Halsy","Dorken","hdorkenj2@shareasale.com","Male","64.249.109.66","Iraq","Khāliş","jcb",21470.03,"Beauty",TRUE
688,"Valle","Shorte","vshortej3@gizmodo.com","Male","95.174.227.191","United States","Wilkes Barre","jcb",4019.72,"Health",FALSE
689,"Arvie","Arnely","aarnelyj4@lycos.com","Male","119.73.35.170","Peru","Tingo María","instapayment",219.65,"Movies",FALSE
690,"Irwin","Delepine","idelepinej5@nba.com","Male","112.234.110.241","China","Xibali","mastercard",16709.2,"Tools",TRUE
691,"Latisha","Huntly","lhuntlyj6@google.co.jp","Female","140.148.221.0","Indonesia","Sumberpitu","laser",1949.5,"Shoes",TRUE
692,"Price","Astbery","pastberyj7@flavors.me","Male","253.144.218.171","Greece","Gerakaroú","maestro",14317.64,"Home",TRUE
693,"Osgood","Busher","obusherj8@columbia.edu","Male","28.141.108.134","Brazil","Muritiba","jcb",296.81,"Garden",TRUE
694,"My","Linay","mlinayj9@w3.org","Male","190.217.229.138","Peru","Cujillo","visa",1721.09,"Jewelery",FALSE
695,"Jan","Guillerman","jguillermanja@clickbank.net","Female","186.179.136.95","Argentina","Cruz Alta","diners-club-enroute",12240.21,"Home",FALSE
696,"Lothario","Hadny","lhadnyjb@com.com","Male","223.221.235.51","China","Wanrongjiang","diners-club-enroute",20008.27,"Books",TRUE
697,"David","Copper","dcopperjc@cloudflare.com","Male","236.145.147.52","Cuba","Cumanayagua","mastercard",16727.29,"Jewelery",TRUE
698,"Marjy","Dumini","mduminijd@theglobeandmail.com","Female","247.5.197.106","Yemen","Dhī as Sufāl","visa-electron",18674.77,"Grocery",TRUE
699,"Maritsa","Wenban","mwenbanje@newsvine.com","Female","207.18.91.171","China","Jiangkou","switch",8517.68,"Baby",TRUE
700,"Pavel","Gladyer","pgladyerjf@youtu.be","Male","138.253.121.96","Armenia","Yerazgavors","visa",6591.48,"Clothing",TRUE
701,"Klement","Murname","kmurnamejg@spiegel.de","Male","1.230.242.179","Central African Republic","Ouadda","diners-club-enroute",19699.57,"Shoes",FALSE
702,"Joceline","Renwick","jrenwickjh@seesaa.net","Female","174.78.62.88","Botswana","Mogapinyana","jcb",8788.21,"Electronics",TRUE
703,"Joelie","Alejandre","jalejandreji@theglobeandmail.com","Female","123.192.105.60","Greece","Varybóbi","jcb",5466.82,"Jewelery",FALSE
704,"Aylmer","Whitter","awhitterjj@cnbc.com","Male","28.229.176.220","Palestinian Territory","Bayt ‘Īnūn","jcb",70.39,"Jewelery",TRUE
705,"Cinderella","Dudding","cduddingjk@ed.gov","Female","199.97.232.242","China","Qiujima","jcb",1959.7,"Books",TRUE
706,"Link","Gaffney","lgaffneyjl@google.pl","Male","152.42.167.30","China","Jeminay","switch",14700.75,"Grocery",FALSE
707,"Arlana","Dibbs","adibbsjm@domainmarket.com","Female","213.101.16.141","Germany","Köln","mastercard",19514.28,"Sports",FALSE
708,"Griffith","McDuffie","gmcduffiejn@cmu.edu","Male","217.94.198.144","China","Zhangjiachang","diners-club-enroute",12809.98,"Games",FALSE
709,"Audie","Townshend","atownshendjo@privacy.gov.au","Female","79.181.182.208","Indonesia","Pasirhuni","jcb",11885.4,"Baby",FALSE
710,"Micheline","Burbudge","mburbudgejp@google.co.jp","Female","246.23.250.148","Nepal","Bhairāhawā","china-unionpay",11031.02,"Jewelery",TRUE
711,"Erhart","Charsley","echarsleyjq@nba.com","Male","252.12.23.90","China","Suban","jcb",4650.38,"Movies",TRUE
712,"Hilton","De Rechter","hderechterjr@fastcompany.com","Male","10.238.38.221","Indonesia","Tamansari","americanexpress",8224.98,"Games",TRUE
713,"Kessiah","Gabbatt","kgabbattjs@gizmodo.com","Female","224.204.243.58","Portugal","Gavião","china-unionpay",19501.63,"Electronics",TRUE
714,"Kirbie","Spaughton","kspaughtonjt@bizjournals.com","Female","180.95.131.23","Indonesia","Warungawi","jcb",5153.67,"Jewelery",TRUE
715,"Jamal","Chettle","jchettleju@bbb.org","Male","45.158.33.46","Uzbekistan","G‘azalkent","bankcard",10835.8,"Toys",FALSE
716,"Paulita","Brik","pbrikjv@berkeley.edu","Female","219.210.22.53","China","Annan","jcb",1430.45,"Industrial",TRUE
717,"Bess","Berrane","bberranejw@blogspot.com","Female","157.125.69.46","Indonesia","Minian","diners-club-carte-blanche",17399.23,"Electronics",TRUE
718,"Kassia","Wynch","kwynchjx@freewebs.com","Female","46.153.3.101","Philippines","Alimono","jcb",3041.52,"Movies",FALSE
719,"Stacee","Trout","stroutjy@elpais.com","Female","80.215.203.166","Indonesia","Bebandem","jcb",20579.97,"Shoes",FALSE
720,"Taber","Romans","tromansjz@cafepress.com","Male","46.33.108.175","Mexico","Zaragoza","visa-electron",7789.2,"Industrial",FALSE
721,"Eden","Cory","ecoryk0@wunderground.com","Female","128.32.20.250","Democratic Republic of the Congo","Kinshasa","jcb",1276.12,NA,TRUE
722,"Madelina","Roma","mromak1@taobao.com","Female","193.178.30.100","Brazil","Goiás","visa",22932.01,"Books",FALSE
723,"Jackson","Etheredge","jetheredgek2@ox.ac.uk","Male","86.119.75.191","Sweden","Timrå","jcb",22662.69,"Home",TRUE
724,"Reggis","Cheyenne","rcheyennek3@buzzfeed.com","Male","28.135.42.195","Greece","Mandráki","mastercard",8355.31,"Garden",FALSE
725,"Blake","Oliff","boliffk4@disqus.com","Male","58.2.36.11","Philippines","Gines-Patay","jcb",22113.08,NA,TRUE
726,"Gwenny","Kennifeck","gkennifeckk5@google.com.au","Female","248.106.248.29","South Africa","Mtubatuba","diners-club-us-ca",15765.47,"Toys",FALSE
727,"Ralph","Forten","rfortenk6@phpbb.com","Male","3.39.182.29","China","Qiaotou","jcb",7084.37,"Garden",FALSE
728,"Corey","Stanworth","cstanworthk7@hao123.com","Male","158.127.237.81","China","Xibali","jcb",12001.42,"Shoes",TRUE
729,"Ricky","Supple","rsupplek8@artisteer.com","Male","143.7.215.136","Czech Republic","Opatov","jcb",1592.1,"Beauty",FALSE
730,"Dorice","Munt","dmuntk9@themeforest.net","Female","61.96.165.82","China","Zhongbao","instapayment",22278.87,"Garden",FALSE
731,"Noemi","Diggins","ndigginska@sbwire.com","Female","32.80.227.169","China","Qinhong","visa-electron",18536.15,"Health",TRUE
732,"Audy","Flinn","aflinnkb@deliciousdays.com","Female","132.24.211.191","China","Zhongxiang","maestro",17887.2,"Sports",FALSE
733,"Kristo","Spawell","kspawellkc@vkontakte.ru","Male","100.170.241.66","Comoros","Chandra","jcb",9011.47,"Industrial",FALSE
734,"Guenevere","Sheekey","gsheekeykd@cpanel.net","Female","59.184.63.204","France","Toulouse","diners-club-carte-blanche",1076.63,NA,FALSE
735,"Alfonse","Lattimer","alattimerke@boston.com","Male","39.5.22.130","Tunisia","Al ‘Āliyah","jcb",10227.67,"Sports",FALSE
736,"Amata","Ginty","agintykf@miibeian.gov.cn","Female","101.95.212.111","Sweden","Solna","mastercard",5465.19,"Jewelery",FALSE
737,"Verge","Mersey","vmerseykg@mtv.com","Male","221.13.235.131","Saudi Arabia","Al Jafr","americanexpress",12073.64,"Music",FALSE
738,"Eleonore","Conti","econtikh@dedecms.com","Female","38.175.125.127","Gabon","Port-Gentil","jcb",12626.78,"Computers",FALSE
739,"Alidia","Credland","acredlandki@bloomberg.com","Female","165.60.92.212","Chile","El Monte","jcb",21832.79,"Books",FALSE
740,"Barris","Greenrde","bgreenrdekj@google.ca","Male","208.129.204.128","France","Nantes","china-unionpay",803.6,"Outdoors",FALSE
741,"Eyde","Neat","eneatkk@nba.com","Female","163.230.118.81","Russia","Lyubinskiy","americanexpress",1510.37,"Sports",TRUE
742,"Margie","Gladdolph","mgladdolphkl@redcross.org","Female","114.231.94.160","China","Tongyuanpu","jcb",13227.78,"Books",FALSE
743,"Elisabetta","Cleife","ecleifekm@mapquest.com","Female","78.60.82.207","Vietnam","Thị Trấn Bắc Hà","jcb",17024.7,"Books",TRUE
744,"Jillene","Smardon","jsmardonkn@patch.com","Female","86.252.78.182","Russia","Yam","bankcard",6742.58,"Beauty",TRUE
745,"Fredia","Hacard","fhacardko@flickr.com","Female","7.196.84.189","Jordan","Al Jubayhah","diners-club-enroute",20278.14,"Outdoors",TRUE
746,"Nathalia","Smeall","nsmeallkp@gravatar.com","Female","225.113.46.74","Sweden","Växjö","mastercard",21188.7,"Toys",TRUE
747,"Christal","Cudby","ccudbykq@hubpages.com","Female","213.144.18.176","Brazil","Agudos","maestro",3388.12,"Movies",TRUE
748,"Dannie","Rex","drexkr@hubpages.com","Female","17.183.250.117","Lithuania","Viekšniai","jcb",11866.13,"Electronics",FALSE
749,"Moe","Alcido","malcidoks@oakley.com","Male","198.100.186.59","Sweden","Visby","visa-electron",5476.87,"Electronics",FALSE
750,"Chad","Stronack","cstronackkt@people.com.cn","Male","186.253.248.42","Russia","Vysokogornyy","maestro",20325.69,"Industrial",TRUE
751,"Claiborne","Fairfoull","cfairfoullku@soundcloud.com","Male","196.249.60.193","Sierra Leone","Bonthe","jcb",1938.27,"Toys",TRUE
752,"Devinne","Atkin","datkinkv@privacy.gov.au","Female","111.196.217.161","Poland","Brwinów","maestro",20089.18,"Books",FALSE
753,"Kory","Phillp","kphillpkw@studiopress.com","Male","83.28.139.66","Peru","Satipo","jcb",18692.45,"Sports",FALSE
754,"Trstram","Cardo","tcardokx@etsy.com","Male","181.96.134.101","Poland","Stare Miasto","jcb",9987.57,"Sports",FALSE
755,"Joshuah","Fletcher","jfletcherky@nsw.gov.au","Male","131.17.98.226","Russia","Obninsk","jcb",8017.42,"Jewelery",FALSE
756,"Zebulon","Barkway","zbarkwaykz@tuttocitta.it","Male","69.131.52.168","China","Ganjun","visa-electron",15362.32,"Games",FALSE
757,"Lorinda","Cakes","lcakesl0@wordpress.org","Female","203.37.159.90","China","Haocun","jcb",15700.53,"Baby",TRUE
758,"Martynne","Clancey","mclanceyl1@free.fr","Female","43.37.193.216","China","Xiaoyangqi","diners-club-international",20737.44,"Sports",FALSE
759,"Ardisj","Pounsett","apounsettl2@cnbc.com","Female","203.100.231.58","China","Wangpu","jcb",8985.96,"Home",FALSE
760,"Davey","Dohmann","ddohmannl3@comsenz.com","Male","81.215.85.192","Bosnia and Herzegovina","Srebrenica","diners-club-carte-blanche",19292.44,"Industrial",TRUE
761,"Edith","Sclanders","esclandersl4@discuz.net","Female","32.59.8.202","French Polynesia","Taunoa","china-unionpay",8285.93,"Home",TRUE
762,"Winn","Lewins","wlewinsl5@hubpages.com","Male","18.224.106.69","Vietnam","Gò Quao","jcb",6801.89,NA,FALSE
763,"Sansone","Wallett","swallettl6@cpanel.net","Male","79.253.191.192","Indonesia","Nanggela","jcb",22558.91,NA,FALSE
764,"Tiler","Jedrych","tjedrychl7@squidoo.com","Male","195.158.203.83","Portugal","Caldas da Rainha","diners-club-international",19372.82,"Tools",FALSE
765,"Niven","McMylor","nmcmylorl8@4shared.com","Male","226.12.134.235","Canada","Charlemagne","jcb",9374.74,"Computers",TRUE
766,"Adair","Spon","asponl9@bandcamp.com","Male","185.0.175.26","China","Wuyang","visa",14211.6,"Home",FALSE
767,"Gunilla","Lewsey","glewseyla@goo.ne.jp","Female","127.80.30.231","Indonesia","Katabu","jcb",3368.08,"Grocery",FALSE
768,"Quill","Crosthwaite","qcrosthwaitelb@freewebs.com","Male","51.85.155.77","Russia","Moscow","americanexpress",18684.11,NA,FALSE
769,"Page","Summerley","psummerleylc@lulu.com","Female","3.11.45.172","Iceland","Reykjanesbær","americanexpress",6589.62,"Automotive",FALSE
770,"Chicky","Weller","cwellerld@odnoklassniki.ru","Female","68.18.217.35","Argentina","Florentino Ameghino","switch",3674.84,"Baby",FALSE
771,"Merci","Gerritsma","mgerritsmale@whitehouse.gov","Female","169.169.20.113","Japan","Takahama","jcb",11204.6,"Music",TRUE
772,"Waldo","Sendley","wsendleylf@sfgate.com","Male","12.30.115.62","Honduras","Santiago Puringla","americanexpress",21878.01,"Toys",FALSE
773,"Elihu","Shewen","eshewenlg@tripod.com","Male","208.39.45.108","Philippines","Calaoagan","diners-club-enroute",17764.06,"Tools",TRUE
774,"Avictor","Beange","abeangelh@shareasale.com","Male","212.227.119.208","Sudan","Abū Zabad","mastercard",7741.25,"Shoes",TRUE
775,"Madelle","Polon","mpolonli@sitemeter.com","Female","126.21.189.3","Indonesia","Jarada","maestro",1545.99,"Industrial",TRUE
776,"Urbano","Patrickson","upatricksonlj@va.gov","Male","30.238.213.16","France","Paris 19","mastercard",13105.85,"Clothing",TRUE
777,"Minnie","Chidgey","mchidgeylk@twitter.com","Female","205.85.190.89","Indonesia","Pamatang","jcb",14016.2,NA,TRUE
778,"Dory","Solley","dsolleyll@un.org","Female","80.151.48.254","Tanzania","Mtwango","bankcard",6375.98,"Music",TRUE
779,"Thibaut","Hadeke","thadekelm@businessinsider.com","Male","82.156.237.205","Poland","Brodnica","maestro",3752.09,"Electronics",FALSE
780,"Delano","Frugier","dfrugierln@hubpages.com","Male","4.60.201.217","Russia","Chaykovskaya","mastercard",16081.46,"Home",FALSE
781,"Addison","Fominov","afominovlo@wired.com","Male","206.33.184.81","Indonesia","Majan","jcb",7586.59,"Sports",TRUE
782,"Deina","Messent","dmessentlp@hc360.com","Female","62.129.114.173","Portugal","Pontes","americanexpress",19153.87,"Automotive",FALSE
783,"Darbee","Gueste","dguestelq@boston.com","Male","135.220.102.109","Poland","Opatowiec","laser",11901.38,"Sports",TRUE
784,"Fanchon","Clawson","fclawsonlr@adobe.com","Female","131.140.249.138","Yemen","Qishn","jcb",20125.47,"Baby",TRUE
785,"Adham","Petrovsky","apetrovskyls@nps.gov","Male","16.196.12.219","Portugal","Valença do Douro","maestro",6755.06,"Computers",FALSE
786,"Pen","Petrulis","ppetrulislt@sun.com","Male","218.160.50.108","Ecuador","Calceta","americanexpress",15931.62,"Tools",FALSE
787,"Philippa","Delong","pdelonglu@bluehost.com","Female","184.7.122.72","Portugal","Angra do Heroísmo","americanexpress",17101.86,"Games",TRUE
788,"Fredrika","Lilley","flilleylv@alibaba.com","Female","234.18.123.216","Luxembourg","Esch-sur-Alzette","jcb",22261.64,"Automotive",FALSE
789,"Padriac","Spon","psponlw@cdbaby.com","Male","133.38.111.103","China","Jieheshi","visa-electron",6837.56,"Books",TRUE
790,"Gunner","Cathery","gcatherylx@deviantart.com","Male","51.143.182.18","China","Miaoshi","jcb",3729.41,NA,FALSE
791,"Cornie","Dods","cdodsly@paginegialle.it","Female","228.91.82.218","Latvia","Mārupe","instapayment",5184.41,"Sports",FALSE
792,"Elsie","Stoving","estovinglz@phoca.cz","Female","160.21.87.158","Macedonia","Крушево","solo",7923.8,"Garden",TRUE
793,"Shea","Kik","skikm0@techcrunch.com","Male","65.60.165.137","China","Tangxi","instapayment",14419.36,"Baby",FALSE
794,"Jesse","Abrahamsohn","jabrahamsohnm1@noaa.gov","Male","12.88.148.95","Portugal","Pedrogão","jcb",9090.77,NA,FALSE
795,"Orel","Faunt","ofauntm2@quantcast.com","Female","95.143.119.51","Indonesia","Wadung","visa-electron",3106.02,"Garden",FALSE
796,"Westley","Marchi","wmarchim3@bloglines.com","Male","123.181.153.206","Indonesia","Cibeusi","diners-club-us-ca",20174.06,"Games",FALSE
797,"Robinet","Gut","rgutm4@symantec.com","Female","185.245.209.85","Indonesia","Oekero","jcb",13220.64,"Kids",TRUE
798,"Maryl","Arter","marterm5@ucsd.edu","Female","207.113.61.215","Indonesia","Kromasan","jcb",12259.25,"Jewelery",FALSE
799,"Dyanne","Woolham","dwoolhamm6@wikimedia.org","Female","253.21.182.58","Australia","Sydney","switch",3372.84,"Electronics",TRUE
800,"Anatol","Orring","aorringm7@ucla.edu","Male","54.101.197.139","Indonesia","Bayuwan","diners-club-enroute",3416.56,"Industrial",TRUE
801,"Montgomery","Edmand","medmandm8@yellowbook.com","Male","110.12.158.182","Micronesia","Lukunor","laser",8975.31,"Books",FALSE
802,"Nickey","Meigh","nmeighm9@i2i.jp","Male","103.168.143.51","Nigeria","Badagry","diners-club-carte-blanche",2168.72,NA,FALSE
803,"Jo ann","Tripon","jtriponma@reuters.com","Female","88.16.69.176","Russia","Kizema","jcb",1261.74,NA,FALSE
